Dataset,Method,Algorithm,Training Size,Actual Size Trained,Layer,AUC,MAP,BRP_90
boolq,White Box,LAT,5000,5000,6,0.644116,0.5980805552024377,0.0
boolq,White Box,CCS,5000,5000,4,0.6594920000000001,0.6149103762191729,0.0
boolq,White Box,LDA,5000,5000,31,0.6456120000000001,0.61309812168559,0.002
boolq,White Box,PCA,5000,5000,5,0.650944,0.6128884970910314,0.0
boolq,White Box,PCA-G,5000,5000,5,0.650496,0.6084576077241521,0.0
boolq,White Box,LR-G,5000,5000,17,0.9093000000000001,0.901730592132987,0.684
rte,Black Box,BB,100,100,N/A,0.572032,0.5734819388238056,0.002
rte,White Box,LR,100,100,24,0.7692640000000001,0.7640907949274769,0.102
rte,White Box,DIM,100,100,24,0.653144,0.6766658523912983,0.058
rte,White Box,LAT,100,100,26,0.527344,0.6262422428187958,0.128
rte,White Box,CCS,100,100,29,0.548726,0.6187835546677019,0.01
rte,White Box,LDA,100,100,19,0.7721879999999999,0.752936393088584,0.072
rte,White Box,PCA,100,100,23,0.5233639999999999,0.6031921843647993,0.058
rte,White Box,PCA-G,100,100,22,0.5311760000000001,0.612893040933651,0.066
rte,White Box,LR-G,100,100,14,0.8391400000000001,0.8364541361422836,0.406
rte,Black Box,BB,200,200,N/A,0.594148,0.579655979119712,0.002
rte,White Box,LR,200,200,18,0.8089519999999999,0.8120280339964097,0.294
rte,White Box,DIM,200,200,25,0.6772119999999999,0.6900893176482004,0.064
rte,White Box,LAT,200,200,12,0.514132,0.519573458879601,0.0
rte,White Box,CCS,200,200,26,0.509808,0.5324982164989502,0.008
rte,White Box,LDA,200,200,20,0.7831920000000001,0.7870450035330678,0.252
rte,White Box,PCA,200,200,22,0.5202680000000001,0.5955022483206318,0.042
rte,White Box,PCA-G,200,200,23,0.523964,0.6006282819713916,0.058
rte,White Box,LR-G,200,200,23,0.845812,0.8448367122683991,0.404
rte,Black Box,BB,500,500,N/A,0.60872,0.5929486898695111,0.002
rte,White Box,LR,500,500,18,0.8483759999999999,0.8487290734156963,0.432
rte,White Box,DIM,500,500,31,0.710928,0.7014657449807645,0.02
rte,White Box,LAT,500,500,31,0.5318959999999999,0.5502194160343115,0.022
rte,White Box,CCS,500,500,26,0.662158,0.6795725366235388,0.096
rte,White Box,LDA,500,500,20,0.797644,0.7928960257188671,0.306
rte,White Box,PCA,500,500,32,0.551892,0.5751912667836234,0.004
rte,White Box,PCA-G,500,500,32,0.53298,0.5780771858892882,0.028
rte,White Box,LR-G,500,500,17,0.8960520000000001,0.8954204106055337,0.626
rte,Black Box,BB,1000,1000,N/A,0.617916,0.6044379927026718,0.006
rte,White Box,LR,1000,1000,18,0.8663959999999999,0.8656445428015822,0.482
rte,White Box,DIM,1000,1000,31,0.7105679999999999,0.7046006133743195,0.056
rte,White Box,LAT,1000,1000,32,0.5461360000000001,0.5764297414247114,0.006
rte,White Box,CCS,1000,1000,24,0.5294,0.5686932006855315,0.02
rte,White Box,LDA,1000,1000,18,0.7759159999999999,0.7755574405831585,0.15
rte,White Box,PCA,1000,1000,32,0.551248,0.5747708791600568,0.02
rte,White Box,PCA-G,1000,1000,22,0.517012,0.5932059944943384,0.046
rte,White Box,LR-G,1000,1000,19,0.9010279999999999,0.8975805894650619,0.676
rte,Black Box,BB,2000,2000,N/A,0.6302760000000001,0.611588734143907,0.002
rte,White Box,LR,2000,2000,18,0.885372,0.8844964049925497,0.564
rte,White Box,DIM,2000,2000,31,0.714032,0.7060804317568292,0.026
rte,White Box,LAT,2000,2000,22,0.52748,0.6119490457423851,0.056
rte,White Box,CCS,2000,2000,32,0.50066,0.5315538568347697,0.012
rte,White Box,LDA,2000,2000,19,0.7483080000000001,0.7342311691905625,0.024
rte,White Box,PCA,2000,2000,32,0.540584,0.5752057356732709,0.006
rte,White Box,PCA-G,2000,2000,22,0.519292,0.597508260937268,0.05
rte,White Box,LR-G,2000,2000,30,0.894084,0.8959496177131042,0.588
rte,Black Box,BB,5000,3980,N/A,0.6333,0.6155488935001987,0.0
rte,White Box,LR,5000,3980,17,0.901796,0.9029152574637587,0.634
rte,White Box,DIM,5000,3980,17,0.738024,0.7250613872175853,0.06
rte,White Box,LAT,5000,3980,22,0.5100359999999999,0.5766707591688021,0.028
rte,White Box,CCS,5000,3980,29,0.5186200000000001,0.5501040985372186,0.01
rte,White Box,LDA,5000,3980,17,0.528396,0.52398343617618,0.0
rte,White Box,PCA,5000,3980,22,0.518096,0.5945997391422921,0.04
rte,White Box,PCA-G,5000,3980,22,0.519244,0.5978839245600691,0.048
rte,White Box,LR-G,5000,3980,17,0.921136,0.9216396321208963,0.732
imdb,Black Box,BB,100,100,N/A,0.659304,0.6860310608001001,0.01
imdb,White Box,LR,100,100,5,0.583928,0.5532319735880822,0.002
imdb,White Box,DIM,100,100,7,0.5968880000000001,0.5550624178879753,0.0
imdb,White Box,LAT,100,100,25,0.86114,0.8768570393579092,0.618
imdb,White Box,CCS,100,100,4,0.595958,0.5848082740912585,0.004
imdb,White Box,LDA,100,100,1,0.60284,0.5605315903168984,0.0
imdb,White Box,PCA,100,100,25,0.937436,0.9394210572978527,0.828
imdb,White Box,PCA-G,100,100,3,0.5998399999999999,0.618982660901934,0.004
imdb,White Box,LR-G,100,100,1,0.607424,0.5862500372892798,0.0
imdb,Black Box,BB,200,200,N/A,0.631756,0.6814689258779403,0.128
imdb,White Box,LR,200,200,4,0.596948,0.6022450693552331,0.006
imdb,White Box,DIM,200,200,8,0.60468,0.5558921379512395,0.0
imdb,White Box,LAT,200,200,27,0.9358039999999999,0.941853634330954,0.844
imdb,White Box,CCS,200,200,4,0.598136,0.6111719974470176,0.018
imdb,White Box,LDA,200,200,1,0.603444,0.59547053408384,0.036
imdb,White Box,PCA,200,200,27,0.944536,0.9476476546759183,0.868
imdb,White Box,PCA-G,200,200,3,0.5994919999999999,0.6212520649286104,0.006
imdb,White Box,LR-G,200,200,1,0.607376,0.5867907617717161,0.0
imdb,Black Box,BB,500,500,N/A,0.621608,0.6720312403845912,0.004
imdb,White Box,LR,500,500,4,0.5955680000000001,0.6022867646270382,0.018
imdb,White Box,DIM,500,500,4,0.600796,0.6011651159598241,0.0
imdb,White Box,LAT,500,500,29,0.8404,0.8670446667014782,0.604
imdb,White Box,CCS,500,500,4,0.598378,0.6121436644336802,0.004
imdb,White Box,LDA,500,500,1,0.602148,0.5741412177678231,0.008
imdb,White Box,PCA,500,500,27,0.9133279999999999,0.9248937148954565,0.794
imdb,White Box,PCA-G,500,500,3,0.599872,0.620854040849499,0.006
imdb,White Box,LR-G,500,500,1,0.60816,0.5873615584086781,0.0
imdb,Black Box,BB,1000,1000,N/A,0.64838,0.6908319922930388,0.004
imdb,White Box,LR,1000,1000,3,0.6012679999999999,0.614023479679904,0.032
imdb,White Box,DIM,1000,1000,4,0.600984,0.6014087947709641,0.0
imdb,White Box,LAT,1000,1000,26,0.926088,0.9334045300013282,0.824
imdb,White Box,CCS,1000,1000,3,0.6017899999999999,0.6041706401163236,0.018
imdb,White Box,LDA,1000,1000,1,0.601292,0.5623873244766033,0.0
imdb,White Box,PCA,1000,1000,27,0.925984,0.9339619221107773,0.83
imdb,White Box,PCA-G,1000,1000,3,0.599868,0.6207226641026726,0.006
imdb,White Box,LR-G,1000,1000,1,0.6086959999999999,0.5881248364044123,0.0
imdb,Black Box,BB,2000,2000,N/A,0.6426240000000001,0.6745484249960726,0.002
imdb,White Box,LR,2000,2000,4,0.5955280000000001,0.5999365033986852,0.008
imdb,White Box,DIM,2000,2000,6,0.60066,0.5611811140099978,0.004
imdb,White Box,LAT,2000,2000,28,0.9206519999999999,0.9296914849040002,0.818
imdb,White Box,CCS,2000,2000,4,0.598936,0.6128803900248191,0.02
imdb,White Box,LDA,2000,2000,1,0.6029800000000001,0.5748261287296916,0.0
imdb,White Box,PCA,2000,2000,27,0.929124,0.9361470933243953,0.834
imdb,White Box,PCA-G,2000,2000,4,0.601084,0.6013749749436429,0.0
imdb,White Box,LR-G,2000,2000,1,0.608456,0.5880429732985656,0.0
imdb,Black Box,BB,5000,5000,N/A,0.64412,0.6785714173006816,0.002
imdb,White Box,LR,5000,5000,4,0.59374,0.5917139756930659,0.008
imdb,White Box,DIM,5000,5000,6,0.600436,0.5614132621317551,0.004
imdb,White Box,LAT,5000,5000,27,0.912216,0.9237908248354749,0.796
imdb,White Box,CCS,5000,5000,4,0.598576,0.6127197250290994,0.024
imdb,White Box,LDA,5000,5000,1,0.604044,0.5713063265876038,0.004
imdb,White Box,PCA,5000,5000,27,0.914564,0.9254806404235077,0.804
imdb,White Box,PCA-G,5000,5000,6,0.6004039999999999,0.561299472251334,0.004
imdb,White Box,LR-G,5000,5000,1,0.608472,0.5880449179671693,0.0
amazon_polarity,Black Box,BB,100,100,N/A,0.7397640000000001,0.7047857079381914,0.004
amazon_polarity,White Box,LR,100,100,32,0.9266479999999999,0.9341925405701876,0.768
amazon_polarity,White Box,DIM,100,100,28,0.9369159999999999,0.94592140139279,0.842
amazon_polarity,White Box,LAT,100,100,29,0.6246160000000001,0.6236392918146304,0.024
amazon_polarity,White Box,CCS,100,100,30,0.380712,0.42408316075565383,0.0
amazon_polarity,White Box,LDA,100,100,21,0.9355239999999999,0.9382911772964361,0.818
amazon_polarity,White Box,PCA,100,100,24,0.588592,0.5946971852330553,0.018
amazon_polarity,White Box,PCA-G,100,100,31,0.8849760000000001,0.8902757776311576,0.648
amazon_polarity,White Box,LR-G,100,100,16,0.97516,0.9753347108443107,0.95
amazon_polarity,Black Box,BB,200,200,N/A,0.7522719999999999,0.7092735126203145,0.004
amazon_polarity,White Box,LR,200,200,22,0.9524239999999999,0.9542569461790114,0.894
amazon_polarity,White Box,DIM,200,200,27,0.93994,0.9495966166956854,0.858
amazon_polarity,White Box,LAT,200,200,30,0.5140560000000001,0.5129993700104882,0.0
amazon_polarity,White Box,CCS,200,200,23,0.961092,0.9654746210710795,0.922
amazon_polarity,White Box,LDA,200,200,20,0.9439640000000001,0.9398271955282081,0.854
amazon_polarity,White Box,PCA,200,200,24,0.5591999999999999,0.562611852516092,0.006
amazon_polarity,White Box,PCA-G,200,200,27,0.896504,0.8989301335848111,0.668
amazon_polarity,White Box,LR-G,200,200,31,0.9686079999999999,0.9661750655147974,0.944
amazon_polarity,Black Box,BB,500,500,N/A,0.7733679999999998,0.7372385173618492,0.0
amazon_polarity,White Box,LR,500,500,17,0.972876,0.9744771433499378,0.938
amazon_polarity,White Box,DIM,500,500,17,0.9493599999999999,0.9559533555232075,0.882
amazon_polarity,White Box,LAT,500,500,31,0.5218039999999999,0.5209907766269948,0.0
amazon_polarity,White Box,CCS,500,500,29,0.967852,0.9711126157416402,0.946
amazon_polarity,White Box,LDA,500,500,32,0.944652,0.9430238162604984,0.884
amazon_polarity,White Box,PCA,500,500,16,0.5164280000000001,0.5173460783304697,0.002
amazon_polarity,White Box,PCA-G,500,500,31,0.878248,0.8838520051216714,0.59
amazon_polarity,White Box,LR-G,500,500,27,0.976764,0.9769714691157593,0.954
amazon_polarity,Black Box,BB,1000,1000,N/A,0.788436,0.7596519140082971,0.0
amazon_polarity,White Box,LR,1000,1000,16,0.9765999999999999,0.9779020572821334,0.946
amazon_polarity,White Box,DIM,1000,1000,16,0.946008,0.9525754337992892,0.852
amazon_polarity,White Box,LAT,1000,1000,31,0.524988,0.5252325415060979,0.0
amazon_polarity,White Box,CCS,1000,1000,31,0.73398,0.7737496603955961,0.466
amazon_polarity,White Box,LDA,1000,1000,31,0.932112,0.9328806379278796,0.816
amazon_polarity,White Box,PCA,1000,1000,31,0.530456,0.5307470533307324,0.0
amazon_polarity,White Box,PCA-G,1000,1000,28,0.87408,0.8780652520758145,0.596
amazon_polarity,White Box,LR-G,1000,1000,25,0.9808079999999999,0.9801403905657807,0.964
amazon_polarity,Black Box,BB,2000,2000,N/A,0.800688,0.7795692782662398,0.026
amazon_polarity,White Box,LR,2000,2000,16,0.980388,0.9810088788065001,0.964
amazon_polarity,White Box,DIM,2000,2000,16,0.947196,0.9533914308479624,0.854
amazon_polarity,White Box,LAT,2000,2000,29,0.52154,0.525246851820875,0.0
amazon_polarity,White Box,CCS,2000,2000,23,0.629408,0.6723249811981209,0.066
amazon_polarity,White Box,LDA,2000,2000,24,0.8703240000000001,0.8372519173270869,0.116
amazon_polarity,White Box,PCA,2000,2000,31,0.52318,0.5241444621470861,0.0
amazon_polarity,White Box,PCA-G,2000,2000,28,0.8712,0.8748708013853279,0.578
amazon_polarity,White Box,LR-G,2000,2000,30,0.983812,0.9841135276757526,0.968
amazon_polarity,Black Box,BB,5000,5000,N/A,0.801856,0.781671320631727,0.138
amazon_polarity,White Box,LR,5000,5000,16,0.983028,0.9837406159975104,0.968
amazon_polarity,White Box,DIM,5000,5000,16,0.946056,0.951969117785022,0.854
amazon_polarity,White Box,LAT,5000,5000,30,0.510608,0.5120866571000533,0.0
amazon_polarity,White Box,CCS,5000,5000,23,0.450472,0.45755176843118994,0.0
amazon_polarity,White Box,LDA,5000,5000,28,0.730336,0.7006429311265135,0.014
amazon_polarity,White Box,PCA,5000,5000,31,0.5281960000000001,0.528760223447907,0.0
amazon_polarity,White Box,PCA-G,5000,5000,28,0.86876,0.8728085708298141,0.568
amazon_polarity,White Box,LR-G,5000,5000,21,0.9878,0.9881035778658075,0.972
ag_news,Black Box,BB,100,100,N/A,0.8601640000000002,0.8232778966178713,0.126
ag_news,White Box,LR,100,100,19,0.946824,0.9335313719647318,0.75
ag_news,White Box,DIM,100,100,27,0.9238959999999999,0.8988508362668728,0.702
ag_news,White Box,LAT,100,100,26,0.920084,0.8929012293777422,0.602
ag_news,White Box,CCS,100,100,30,0.9155760000000001,0.8989209445648272,0.612
ag_news,White Box,LDA,100,100,32,0.9469920000000001,0.9454017685836773,0.8
ag_news,White Box,PCA,100,100,21,0.899254,0.8604228051789586,0.436
ag_news,White Box,PCA-G,100,100,27,0.9225920000000001,0.8939678520872604,0.716
ag_news,White Box,LR-G,100,100,12,0.91836,0.9248096706040781,0.688
ag_news,Black Box,BB,200,200,N/A,0.8804,0.839209062799946,0.264
ag_news,White Box,LR,200,200,21,0.9489920000000001,0.9354152799371976,0.85
ag_news,White Box,DIM,200,200,32,0.938284,0.9242228561911724,0.83
ag_news,White Box,LAT,200,200,26,0.927464,0.9032200900473789,0.738
ag_news,White Box,CCS,200,200,22,0.9394600000000001,0.9322200292840763,0.796
ag_news,White Box,LDA,200,200,21,0.93378,0.9321225996314886,0.818
ag_news,White Box,PCA,200,200,32,0.937696,0.9229329213423277,0.822
ag_news,White Box,PCA-G,200,200,32,0.93684,0.9215510591901059,0.794
ag_news,White Box,LR-G,200,200,12,0.971608,0.9727286399409275,0.926
ag_news,Black Box,BB,500,500,N/A,0.919088,0.8866915476341745,0.542
ag_news,White Box,LR,500,500,16,0.9792440000000001,0.9782505276583308,0.974
ag_news,White Box,DIM,500,500,17,0.958528,0.9514078300875136,0.888
ag_news,White Box,LAT,500,500,32,0.937828,0.9271401189176448,0.796
ag_news,White Box,CCS,500,500,19,0.677796,0.6759998302898589,0.028
ag_news,White Box,LDA,500,500,24,0.9585319999999999,0.9534066040519534,0.9
ag_news,White Box,PCA,500,500,32,0.93804,0.9254120845871948,0.782
ag_news,White Box,PCA-G,500,500,32,0.94072,0.9297745891793323,0.816
ag_news,White Box,LR-G,500,500,20,0.987868,0.9876219250701408,0.988
ag_news,Black Box,BB,1000,1000,N/A,0.930892,0.9035497296687718,0.696
ag_news,White Box,LR,1000,1000,16,0.98466,0.9837906990063183,0.982
ag_news,White Box,DIM,1000,1000,16,0.9556880000000001,0.9484341823402145,0.886
ag_news,White Box,LAT,1000,1000,32,0.931944,0.9160181032646054,0.734
ag_news,White Box,CCS,1000,1000,25,0.719566,0.7295604975076744,0.202
ag_news,White Box,LDA,1000,1000,22,0.946932,0.9375441486923465,0.884
ag_news,White Box,PCA,1000,1000,32,0.93476,0.9199962383022932,0.78
ag_news,White Box,PCA-G,1000,1000,32,0.9379839999999999,0.9266744574512316,0.804
ag_news,White Box,LR-G,1000,1000,27,0.988288,0.9880678901798301,0.984
ag_news,Black Box,BB,2000,2000,N/A,0.933196,0.9070365646454674,0.744
ag_news,White Box,LR,2000,2000,16,0.9885240000000001,0.9838885131515689,0.992
ag_news,White Box,DIM,2000,2000,17,0.959864,0.9541891395442453,0.886
ag_news,White Box,LAT,2000,2000,31,0.9370919999999999,0.9234351181470019,0.796
ag_news,White Box,CCS,2000,2000,21,0.9289160000000001,0.9260874473841768,0.654
ag_news,White Box,LDA,2000,2000,20,0.914076,0.8956652173034708,0.756
ag_news,White Box,PCA,2000,2000,32,0.935616,0.921835014547079,0.77
ag_news,White Box,PCA-G,2000,2000,32,0.94086,0.9306781581990272,0.812
ag_news,White Box,LR-G,2000,2000,11,0.990488,0.9901913310049826,0.988
ag_news,Black Box,BB,5000,5000,N/A,0.9377000000000001,0.9205431995223063,0.834
ag_news,White Box,LR,5000,5000,16,0.99128,0.9901634297283324,0.988
ag_news,White Box,DIM,5000,5000,14,0.9552919999999999,0.950657133114936,0.86
ag_news,White Box,LAT,5000,5000,32,0.9360919999999999,0.9238002895846391,0.778
ag_news,White Box,CCS,5000,5000,26,0.981716,0.9803760328678215,0.968
ag_news,White Box,LDA,5000,5000,21,0.8383240000000001,0.8108324291944178,0.072
ag_news,White Box,PCA,5000,5000,32,0.9355879999999999,0.9222977847849516,0.782
ag_news,White Box,PCA-G,5000,5000,32,0.9395519999999999,0.9295820778478946,0.8
ag_news,White Box,LR-G,5000,5000,17,0.992204,0.9920971655705189,0.992
dbpedia_14,Black Box,BB,100,100,N/A,0.9659279999999999,0.9631077086476179,0.906
dbpedia_14,White Box,LR,100,100,14,0.9986520000000001,0.9984758857895145,1.0
dbpedia_14,White Box,DIM,100,100,14,0.994216,0.9942604813524883,0.992
dbpedia_14,White Box,LAT,100,100,31,0.9599200000000001,0.9640817272311588,0.88
dbpedia_14,White Box,CCS,100,100,14,0.995568,0.9949803583663973,0.994
dbpedia_14,White Box,LDA,100,100,14,0.999024,0.9986892789937638,1.0
dbpedia_14,White Box,PCA,100,100,26,0.972356,0.9761516640130992,0.918
dbpedia_14,White Box,PCA-G,100,100,14,0.992856,0.9928633765856801,0.992
dbpedia_14,White Box,LR-G,100,100,14,0.999496,0.999504004231675,1.0
dbpedia_14,Black Box,BB,200,200,N/A,0.979208,0.9788822863362696,0.968
dbpedia_14,White Box,LR,200,200,16,0.999568,0.9995308517728763,1.0
dbpedia_14,White Box,DIM,200,200,5,0.99974,0.9997520895554928,1.0
dbpedia_14,White Box,LAT,200,200,22,0.9719720000000001,0.974785901680284,0.924
dbpedia_14,White Box,CCS,200,200,9,0.99996,0.9999599349693427,1.0
dbpedia_14,White Box,LDA,200,200,16,0.999704,0.9996813982722622,1.0
dbpedia_14,White Box,PCA,200,200,27,0.9730759999999999,0.9766323325671178,0.914
dbpedia_14,White Box,PCA-G,200,200,14,0.992212,0.9922693507456835,0.99
dbpedia_14,White Box,LR-G,200,200,3,0.999976,0.9999760795226084,1.0
dbpedia_14,Black Box,BB,500,500,N/A,0.9840599999999999,0.9847290979948695,0.958
dbpedia_14,White Box,LR,500,500,14,0.999648,0.9996166137300255,1.0
dbpedia_14,White Box,DIM,500,500,5,0.999644,0.9996642779222561,1.0
dbpedia_14,White Box,LAT,500,500,29,0.971368,0.9750182518578528,0.908
dbpedia_14,White Box,CCS,500,500,10,0.9997400000000001,0.9997541458731334,1.0
dbpedia_14,White Box,LDA,500,500,22,1.0,1.0,1.0
dbpedia_14,White Box,PCA,500,500,28,0.972184,0.975909396814366,0.916
dbpedia_14,White Box,PCA-G,500,500,9,0.9987240000000001,0.9988091104555695,0.998
dbpedia_14,White Box,LR-G,500,500,4,1.0,1.0,1.0
dbpedia_14,Black Box,BB,1000,1000,N/A,0.986672,0.9882379880629613,0.966
dbpedia_14,White Box,LR,1000,1000,14,0.999852,0.9998470409203395,1.0
dbpedia_14,White Box,DIM,1000,1000,5,0.99954,0.9995735231088502,1.0
dbpedia_14,White Box,LAT,1000,1000,28,0.9729159999999999,0.976312774546086,0.918
dbpedia_14,White Box,CCS,1000,1000,23,0.999304,0.9992625378119887,1.0
dbpedia_14,White Box,LDA,1000,1000,25,0.999996,0.999996007984032,1.0
dbpedia_14,White Box,PCA,1000,1000,28,0.973224,0.9768219273361445,0.918
dbpedia_14,White Box,PCA-G,1000,1000,5,0.999268,0.9993366365696066,0.998
dbpedia_14,White Box,LR-G,1000,1000,3,0.999968,0.9999681193793415,1.0
dbpedia_14,Black Box,BB,2000,2000,N/A,0.9867880000000001,0.9885795063686118,0.966
dbpedia_14,White Box,LR,2000,2000,18,0.9999,0.9998977282670649,1.0
dbpedia_14,White Box,DIM,2000,2000,5,0.9995160000000001,0.9995521052877895,1.0
dbpedia_14,White Box,LAT,2000,2000,28,0.973648,0.9772126697612646,0.922
dbpedia_14,White Box,CCS,2000,2000,32,0.999788,0.999782184301024,1.0
dbpedia_14,White Box,LDA,2000,2000,25,0.999992,0.9999920079840319,1.0
dbpedia_14,White Box,PCA,2000,2000,28,0.9728720000000001,0.976475970329672,0.918
dbpedia_14,White Box,PCA-G,2000,2000,5,0.99928,0.9993453623490974,0.998
dbpedia_14,White Box,LR-G,2000,2000,14,0.999996,0.999996007984032,1.0
dbpedia_14,Black Box,BB,5000,5000,N/A,0.98894,0.9899974242610406,0.972
dbpedia_14,White Box,LR,5000,5000,17,0.999976,0.9999759275008091,1.0
dbpedia_14,White Box,DIM,5000,5000,5,0.999512,0.9995488646370668,0.998
dbpedia_14,White Box,LAT,5000,5000,27,0.971196,0.9746445408126688,0.908
dbpedia_14,White Box,CCS,5000,5000,28,0.99962,0.9995953526712309,1.0
dbpedia_14,White Box,LDA,5000,5000,19,1.0,1.0,1.0
dbpedia_14,White Box,PCA,5000,5000,28,0.972816,0.9763724930285381,0.916
dbpedia_14,White Box,PCA-G,5000,5000,5,0.9992559999999999,0.9993238573118407,0.998
dbpedia_14,White Box,LR-G,5000,5000,8,1.0,1.0,1.0
